id,location,shift_type,day_of_week,start_time,end_time,break_start,break_end,total_hours,required_gender,required_skills,region,emp_count,allocation_priority,active
434,Larch Road No. 31,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
435,Larch Road No. 31,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
436,Larch Road No. 31,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
437,Larch Road No. 31,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
438,Larch Road No. 31,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
439,Larch Road No. 31,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
440,Larch Road No. 31,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
441,Larch Road No. 31,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
442,Larch Road No. 31,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
443,Larch Road No. 31,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
444,Larch Road No. 31,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
445,Larch Road No. 31,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,2,10,t
446,Larch Road No. 31,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
447,Larch Road No. 31,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
448,Larch Road No. 31,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
449,Priory Lodge No. 33,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
450,Priory Lodge No. 33,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
451,Priory Lodge No. 33,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
452,Priory Lodge No. 33,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
453,Priory Lodge No. 33,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
454,Priory Lodge No. 33,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
455,Priory Lodge No. 33,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,2,10,t
456,Priory Lodge No. 33,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
457,Priory Lodge No. 33,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
458,Priory Lodge No. 33,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
459,Priory Lodge No. 33,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
460,Priory Lodge No. 33,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
461,Priory Lodge No. 33,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
462,Priory Lodge No. 33,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
463,Elm Lodge No. 34,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
464,Elm Lodge No. 34,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
465,Elm Lodge No. 34,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
466,Elm Lodge No. 34,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
467,Elm Lodge No. 34,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
468,Elm Lodge No. 34,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
469,Elm Lodge No. 34,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
470,Elm Lodge No. 34,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
471,Elm Lodge No. 34,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
472,Elm Lodge No. 34,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
473,Elm Lodge No. 34,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
474,Elm Lodge No. 34,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
475,Elm Lodge No. 34,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
476,Elm Lodge No. 34,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
477,Elm Lodge No. 34,CARE_CALL,MONDAY,06:30:00,21:30:00,,,12.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,1,t
478,Elm Lodge No. 34,CARE_CALL,TUESDAY,06:30:00,21:30:00,,,12.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,1,t
479,Elm Lodge No. 34,CARE_CALL,WEDNESDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
480,Elm Lodge No. 34,CARE_CALL,THURSDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
481,Elm Lodge No. 34,CARE_CALL,FRIDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
482,Elm Lodge No. 34,CARE_CALL,SATURDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
483,Elm Lodge No. 34,CARE_CALL,SUNDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
484,Oakfield Gardens No. 35,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
485,Oakfield Gardens No. 35,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
486,Oakfield Gardens No. 35,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
487,Oakfield Gardens No. 35,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
488,Oakfield Gardens No. 35,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,10,t
489,Oakfield Gardens No. 35,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
490,Oakfield Gardens No. 35,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
491,Oakfield Gardens No. 35,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
492,Oakfield Gardens No. 35,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
493,Oakfield Gardens No. 35,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
494,Oakfield Gardens No. 35,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
495,Oakfield Gardens No. 35,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
496,Oakfield Gardens No. 35,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
497,Oakfield Gardens No. 35,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,10,t
498,Oakfield Gardens No. 35,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
499,Oakfield Gardens No. 35,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
500,Oakfield Gardens No. 35,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
501,Oakfield Gardens No. 35,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
502,Oakfield Gardens No. 35,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
503,Oakfield Gardens No. 35,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
504,Oakfield Gardens No. 35,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,2,10,t
505,Oakfield Gardens No. 35,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,10,t
506,Oakfield Gardens No. 35,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
507,Oakfield Gardens No. 35,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
508,Oakfield Gardens No. 35,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
509,Oakfield Gardens No. 35,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
510,Oakfield Gardens No. 35,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
511,Oakfield Gardens No. 35,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
512,Oakfield Gardens No. 35,CARE_CALL,MONDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
513,Oakfield Gardens No. 35,CARE_CALL,TUESDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
514,Oakfield Gardens No. 35,CARE_CALL,WEDNESDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
515,Oakfield Gardens No. 35,CARE_CALL,THURSDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
516,Oakfield Gardens No. 35,CARE_CALL,FRIDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
517,Oakfield Gardens No. 35,CARE_CALL,SATURDAY,06:30:00,21:30:00,,,12.0,FEMALE,,HERTFORDSHIRE,1,1,t
518,Oakfield Gardens No. 35,CARE_CALL,SUNDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
519,Kingsley Rise No. 36,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
520,Kingsley Rise No. 36,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
521,Kingsley Rise No. 36,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
522,Kingsley Rise No. 36,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
523,Kingsley Rise No. 36,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
524,Kingsley Rise No. 36,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
525,Kingsley Rise No. 36,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
526,Sunnybank Avenue No. 37,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,10,t
527,Sunnybank Avenue No. 37,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
528,Sunnybank Avenue No. 37,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
529,Sunnybank Avenue No. 37,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
530,Sunnybank Avenue No. 37,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
531,Sunnybank Avenue No. 37,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
532,Sunnybank Avenue No. 37,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
533,Sunnybank Avenue No. 37,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,BUCCAL,HERTFORDSHIRE,1,10,t
534,Sunnybank Avenue No. 37,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
535,Sunnybank Avenue No. 37,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
536,Sunnybank Avenue No. 37,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
537,Sunnybank Avenue No. 37,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
538,Sunnybank Avenue No. 37,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
539,Sunnybank Avenue No. 37,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,FEMALE,,HERTFORDSHIRE,1,10,t
540,Sunnybank Avenue No. 37,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
541,Sunnybank Avenue No. 37,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
542,Sunnybank Avenue No. 37,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
543,Sunnybank Avenue No. 37,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
544,Sunnybank Avenue No. 37,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
545,Sunnybank Avenue No. 37,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,FEMALE,,HERTFORDSHIRE,1,10,t
546,Sunnybank Avenue No. 37,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
547,Foxglove Rise No. 38,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
548,Foxglove Rise No. 38,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
549,Foxglove Rise No. 38,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
550,Foxglove Rise No. 38,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,2,10,t
551,Foxglove Rise No. 38,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
552,Foxglove Rise No. 38,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
553,Foxglove Rise No. 38,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
554,Foxglove Rise No. 38,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
555,Foxglove Rise No. 38,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
556,Foxglove Rise No. 38,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
557,Foxglove Rise No. 38,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
558,Foxglove Rise No. 38,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
559,Foxglove Rise No. 38,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
560,Foxglove Rise No. 38,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
561,Foxglove Rise No. 38,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
562,Foxglove Rise No. 38,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
563,Foxglove Rise No. 38,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
564,Foxglove Rise No. 38,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,BUCCAL,HERTFORDSHIRE,1,10,t
565,Foxglove Rise No. 38,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
566,Foxglove Rise No. 38,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
567,Foxglove Rise No. 38,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
568,Kingsley Close No. 39,DAY,MONDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
569,Kingsley Close No. 39,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
570,Kingsley Close No. 39,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
571,Kingsley Close No. 39,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
572,Kingsley Close No. 39,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
573,Kingsley Close No. 39,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
574,Kingsley Close No. 39,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,MALE,,HERTFORDSHIRE,1,10,t
575,Kingsley Close No. 39,FLOATING,MONDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
576,Kingsley Close No. 39,FLOATING,TUESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,2,10,t
577,Kingsley Close No. 39,FLOATING,WEDNESDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
578,Kingsley Close No. 39,FLOATING,THURSDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
579,Kingsley Close No. 39,FLOATING,FRIDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
580,Kingsley Close No. 39,FLOATING,SATURDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
581,Kingsley Close No. 39,FLOATING,SUNDAY,12:00:00,14:00:00,,,2.0,ANY,,HERTFORDSHIRE,1,10,t
582,Kingsley Close No. 39,LONG_DAY,MONDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,HERTFORDSHIRE,1,10,t
583,Kingsley Close No. 39,LONG_DAY,TUESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,HERTFORDSHIRE,1,10,t
584,Kingsley Close No. 39,LONG_DAY,WEDNESDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
585,Kingsley Close No. 39,LONG_DAY,THURSDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,ANY,,HERTFORDSHIRE,1,10,t
586,Kingsley Close No. 39,LONG_DAY,FRIDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,HERTFORDSHIRE,1,10,t
587,Kingsley Close No. 39,LONG_DAY,SATURDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,HERTFORDSHIRE,1,10,t
588,Kingsley Close No. 39,LONG_DAY,SUNDAY,07:00:00,22:00:00,12:00:00,14:00:00,13.0,MALE,,HERTFORDSHIRE,2,10,t
589,Kingsley Close No. 39,SLEEP_IN,MONDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
590,Kingsley Close No. 39,SLEEP_IN,TUESDAY,22:00:00,07:00:00,,,9.0,MALE,,HERTFORDSHIRE,1,10,t
591,Kingsley Close No. 39,SLEEP_IN,WEDNESDAY,22:00:00,07:00:00,,,9.0,MALE,,HERTFORDSHIRE,1,10,t
592,Kingsley Close No. 39,SLEEP_IN,THURSDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
593,Kingsley Close No. 39,SLEEP_IN,FRIDAY,22:00:00,07:00:00,,,9.0,MALE,,HERTFORDSHIRE,1,10,t
594,Kingsley Close No. 39,SLEEP_IN,SATURDAY,22:00:00,07:00:00,,,9.0,MALE,,HERTFORDSHIRE,1,10,t
595,Kingsley Close No. 39,SLEEP_IN,SUNDAY,22:00:00,07:00:00,,,9.0,ANY,,HERTFORDSHIRE,1,10,t
596,Kingsley Close No. 39,CARE_CALL,MONDAY,06:30:00,21:30:00,,,12.0,MALE,,HERTFORDSHIRE,1,1,t
597,Kingsley Close No. 39,CARE_CALL,TUESDAY,06:30:00,21:30:00,,,12.0,MALE,,HERTFORDSHIRE,1,1,t
598,Kingsley Close No. 39,CARE_CALL,WEDNESDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
599,Kingsley Close No. 39,CARE_CALL,THURSDAY,06:30:00,21:30:00,,,12.0,MALE,,HERTFORDSHIRE,1,1,t
600,Kingsley Close No. 39,CARE_CALL,FRIDAY,06:30:00,21:30:00,,,12.0,MALE,,HERTFORDSHIRE,1,1,t
601,Kingsley Close No. 39,CARE_CALL,SATURDAY,06:30:00,21:30:00,,,12.0,ANY,,HERTFORDSHIRE,1,1,t
602,Kingsley Close No. 39,CARE_CALL,SUNDAY,06:30:00,21:30:00,,,12.0,MALE,,HERTFORDSHIRE,1,1,t
603,Foxglove Gardens No. 40,DAY,MONDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
604,Foxglove Gardens No. 40,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
605,Foxglove Gardens No. 40,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
606,Foxglove Gardens No. 40,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
607,Foxglove Gardens No. 40,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
608,Foxglove Gardens No. 40,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
609,Foxglove Gardens No. 40,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,FEMALE,,HERTFORDSHIRE,1,10,t
610,Sycamore Lodge No. 41,DAY,MONDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
611,Sycamore Lodge No. 41,DAY,TUESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
612,Sycamore Lodge No. 41,DAY,WEDNESDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
613,Sycamore Lodge No. 41,DAY,THURSDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
614,Sycamore Lodge No. 41,DAY,FRIDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
615,Sycamore Lodge No. 41,DAY,SATURDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
616,Sycamore Lodge No. 41,DAY,SUNDAY,08:00:00,20:00:00,,,11.0,ANY,,HERTFORDSHIRE,1,10,t
617,Sycamore Lodge No. 41,WAKING_NIGHT,MONDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
618,Sycamore Lodge No. 41,WAKING_NIGHT,TUESDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
619,Sycamore Lodge No. 41,WAKING_NIGHT,WEDNESDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
620,Sycamore Lodge No. 41,WAKING_NIGHT,THURSDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
621,Sycamore Lodge No. 41,WAKING_NIGHT,FRIDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
622,Sycamore Lodge No. 41,WAKING_NIGHT,SATURDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,2,10,t
623,Sycamore Lodge No. 41,WAKING_NIGHT,SUNDAY,20:00:00,08:00:00,,,12.0,ANY,,HERTFORDSHIRE,1,10,t
